fold,method,target_mode,n_train,n_test,y_dim,context_steps,target_corr_mean,target_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag
1,train_mean,real,12512,6259,32,32,nan,nan,nan,nan,-6.899568500973174e-07,0.0,0.0,0.002234280242197445,447.5,0.5,0.0
1,time_ridge,real,12512,6259,32,32,0.0007550049067504006,0.0006717864598613232,0.002396506332903886,0.0025836238637566566,-8.154035500140822e-07,0.0015976993129892955,0.005751717526761463,0.00840728747969513,448.0,0.5023505217198848,0.001386996141891596
1,ridge_last,real,12512,6259,32,32,0.0032696498010409414,0.0014502190169878304,0.0131824840046723,0.011782635003328323,-0.5407777670311771,0.0014379293816903658,0.005751717526761463,0.008596218571145476,443.0,0.50553318245113,0.007689380871236326
1,ridge_context_mean,real,12512,6259,32,32,5.9692330978577957e-05,0.0002934625226771459,-0.006795707680800397,-0.013146299868822098,-0.0008916124203774967,0.0009586195877935772,0.006071257389359323,0.008386293260283348,446.0,0.5002079161274555,0.00043546050406717844
1,longctx_lowrank_transformer,real,12512,6259,32,32,0.016877962851140182,0.02104875259101391,0.01176667522868595,0.011898991651833057,-0.0036718876328747374,0.0006390797251957181,0.006390797251957182,0.008606395726987789,424.0,0.519244939458805,0.012036165700801607
1,longctx_lowrank_transformer,shifted_null,12512,6259,32,32,-0.0016586041219852632,0.0008610314398538321,-0.0015022181443150949,-0.001358862966299057,-0.0020178101697883033,0.0014379293816903658,0.005432177664163604,0.008658526279664869,448.0,0.4981835094485918,-0.0006084232128041468
2,train_mean,real,12518,6253,32,32,nan,nan,nan,nan,-1.6364343218278066e-06,0.0,0.0,0.0022364217192173035,447.5,0.5,0.0
2,time_ridge,real,12518,6253,32,32,2.5495074623904657e-05,-0.00042274723818991333,-0.00746292364321507,-0.0036004146095365286,-8.649724272613568e-06,0.0019190788421557653,0.00719654565808412,0.009451660152899541,450.0,0.4972287940962627,-0.0049709328910642345
2,ridge_last,real,12518,6253,32,32,0.00559394990614237,0.007292668567970395,0.0133770692726608,0.02336256578564644,-0.05147006739537874,0.0012793858947705101,0.006077083000159923,0.00860673400533861,430.0,0.5089914727793332,0.010548767864379935
2,ridge_context_mean,real,12518,6253,32,32,0.0006890813897371117,0.0008029589080251753,0.007082536427814399,0.014585023745894432,-0.0002784276110419093,0.0012793858947705101,0.005597313289620982,0.0081377259628475,445.0,0.5014327378377319,-0.000807767602602065
2,longctx_lowrank_transformer,real,12518,6253,32,32,0.010876276489398151,0.013159856665879488,0.01110613875247391,0.0111770024523139,-0.0034933197244337855,0.0017591556053094515,0.006716775947545178,0.009399077664159785,430.0,0.5125481287270084,0.009050191819293386
2,longctx_lowrank_transformer,shifted_null,12518,6253,32,32,0.0037072144477861,0.002783551113680005,-0.00038124025235573584,-0.0009294015471823514,-0.0013751892711626468,0.0007996161842315689,0.005917159763313609,0.008193278430878139,445.0,0.501706114260254,0.0010276748916838705
3,train_mean,real,12512,6259,32,32,nan,nan,nan,nan,-1.0845009392745908e-06,0.0,0.0,0.002234280242197445,447.5,0.5,0.0
3,time_ridge,real,12512,6259,32,32,0.0012574997113006248,0.0013506835675798357,-0.0018405314890223654,-0.0032855579629540443,-1.084500939185773e-05,0.0011183895190925068,0.005751717526761463,0.008082084665892709,446.0,0.4997614798241492,0.0006501044447752638
3,ridge_last,real,12512,6259,32,32,0.010934615373571432,0.007667308673262596,0.013599100385926058,0.016743382439017296,-0.09568358986198877,0.0009586195877935772,0.006071257389359323,0.008577306226772996,432.0,0.5118445906525841,0.016616082461630138
3,ridge_context_mean,real,12512,6259,32,32,0.00031758239720147685,-4.4439373596105725e-05,8.260625599375205e-05,-0.00236190902069211,-0.00012411510748377985,0.0012781594503914362,0.006390797251957182,0.0087045159470556,454.0,0.4975605275533159,-0.0035417744263922884
3,longctx_lowrank_transformer,real,12512,6259,32,32,0.01026590028868668,0.0068224514834582806,0.014061400480822876,0.02003423310816288,-0.0030485923900809286,0.0007988496564946477,0.005272407732864675,0.00826182150524962,420.0,0.5207388934432564,0.01173381730864792
3,longctx_lowrank_transformer,shifted_null,12512,6259,32,32,0.0044249077000131365,0.005416614469140768,0.00026206411348539405,0.001270861248485744,-0.0018597986105854947,0.0011183895190925068,0.005432177664163604,0.008398452379082474,445.0,0.5030428532857946,0.0006518182864208967
