fold,method,target_mode,n_train,n_test,test_subjects,x_dim,y_dim,n_components,latent_corr_mean,latent_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag
1,train_mean,real,11633,6485,within_run_block_1,128,32,0,nan,nan,nan,nan,-0.0004583569425749001,0.0,0.0,0.006455576321641577,156.5,0.5,0.0
1,time_ridge,real,11633,6485,within_run_block_1,15,32,0,-0.02493723879160825,-0.02429418545216322,-0.012177035991169769,-0.01604132354259491,-0.0009397603637870677,0.0029298380878951427,0.013878180416345412,0.018813396895521365,161.0,0.483997057696982,-0.01176627801379302
1,ridge,real,11633,6485,within_run_block_1,128,32,0,-0.00025893107158481143,-0.004191831219941378,0.02590983663272175,0.019040418788790703,-0.0005317840954428554,0.004471858134155744,0.01989205859676176,0.023594301680467344,149.0,0.5164801568312339,0.028703746030730507
1,pls,real,11633,6485,within_run_block_1,128,32,16,0.0014934691935195588,0.0012598682078532875,0.02202760039795014,0.016892479732632637,-0.006298441822219614,0.005088666152659985,0.0212798766383963,0.024223987988187014,149.0,0.5155170111098623,0.023935153192425777
1,cca_shared,real,11633,6485,within_run_block_1,128,32,16,0.0017239496969523316,-0.007344674086198211,0.002565644498586507,0.004351268522441387,-0.9658980952164669,0.0026214340786430224,0.016962220508866616,0.02071923821854646,151.0,0.5069771439891594,0.006175923160631395
1,ridge,shifted_null,11633,6485,within_run_block_1,128,32,0,-1.6669695469317958e-05,-0.0013334654504433274,0.0026281014803464053,0.00301473680883646,-0.007693021762092966,0.0029298380878951427,0.014649190439475714,0.01993402674278771,155.0,0.4994654971531538,0.0013629168992600595
1,pls,shifted_null,11633,6485,within_run_block_1,128,32,16,-0.00032811517667141743,-0.0026048319414258003,0.0097779376641827,0.006585301831364632,-0.010935822095763159,0.0037008481110254433,0.016808018504240557,0.02116037894892289,154.0,0.5036374106261263,0.009217466178563019
1,cca_shared,shifted_null,11633,6485,within_run_block_1,128,32,16,-0.0028904152786708437,-0.0011702862684614956,-0.00369154013036174,-0.00720687722787261,-0.9564755910653806,0.0041634541249036235,0.017116422513492675,0.021173970307520072,156.0,0.4989982866364276,-0.0006578997242996657
2,train_mean,real,11552,6486,within_run_block_2,128,32,0,nan,nan,nan,nan,-0.0004915483270164778,0.0,0.0,0.0064545843162476715,156.5,0.5,0.0
2,time_ridge,real,11552,6486,within_run_block_2,15,32,0,-0.024577372569183353,-0.025677300058305264,-0.030082839367361752,-0.03743411786854267,-0.001212223888855668,0.002158495220474869,0.01341350601295097,0.01802696428169226,169.0,0.4692956682729253,-0.03254216076329296
2,ridge,real,11552,6486,within_run_block_2,128,32,0,0.0012365820621198509,-0.002659705001860857,0.01718715113950569,0.0060654291883111,-0.003051136417596245,0.0033919210607462227,0.017884674683934627,0.021778013047565725,151.0,0.5140863394629916,0.02233532558243368
2,pls,real,11552,6486,within_run_block_2,128,32,16,0.0038963275001151487,0.004116684081964195,0.017489614744946543,0.011814645025879145,-0.009610353800177274,0.0026210299105766267,0.018347209374036385,0.021073848578576308,149.0,0.5145155431422281,0.021394314229570967
2,cca_shared,real,11552,6486,within_run_block_2,128,32,16,0.006977835077123018,0.0029191835783421993,0.002520753461827904,0.00413453159853816,-0.9585603664662878,0.002929386370644465,0.01742213999383287,0.020890140980936403,150.0,0.5102083024104499,0.009824259442083205
2,ridge,shifted_null,11552,6486,within_run_block_2,128,32,0,0.00529834596272849,0.003141122928354889,-0.0028971810329964224,-7.374240522040054e-05,-0.008908890431443606,0.005704594511255011,0.018193031144002468,0.021876817060271853,156.0,0.4954845670124238,-0.006830341083492516
2,pls,shifted_null,11552,6486,within_run_block_2,128,32,16,0.004010327552350645,0.004581378190778196,-0.0008070498378775518,0.003870616783387959,-0.016155707838869438,0.0038544557508479803,0.01757631822386679,0.02131349749951857,155.5,0.49821243368793183,-0.0033496413885859555
2,cca_shared,shifted_null,11552,6486,within_run_block_2,128,32,16,0.005872475725482218,0.004626073990948498,0.006878164621905307,0.011472905054688454,-0.9616567896370147,0.002929386370644465,0.016034535923527597,0.020570050253751332,152.0,0.5080839290000504,0.005619814712145563
3,train_mean,real,11470,6520,within_run_block_3,128,32,0,nan,nan,nan,nan,-0.0002149187824058707,0.0,0.0,0.006421034248867882,156.5,0.5,0.0
3,time_ridge,real,11470,6520,within_run_block_3,15,32,0,-0.02946475037606433,-0.029908759519457817,-0.019228330364910493,-0.023668861016631126,-0.001415584884427945,0.001687116564417178,0.009049079754601227,0.01626329012799755,163.0,0.48072220596836174,-0.02216631000885365
3,ridge,real,11470,6520,within_run_block_3,128,32,0,0.0029911049714428373,0.004854482831433415,0.019205287302022176,0.016262615099549294,-0.001394891500878792,0.004294478527607362,0.016411042944785275,0.022307253767832557,150.0,0.5148753935207636,0.023835033152490772
3,pls,real,11470,6520,within_run_block_3,128,32,16,0.004199607543228012,0.004492537351325154,0.02085361179690385,0.020148939453065395,-0.007238860464852115,0.003987730061349694,0.017791411042944787,0.021885863207625447,150.0,0.5153168028164912,0.02446246225666458
3,cca_shared,real,11470,6520,within_run_block_3,128,32,16,0.005901240212551784,0.0024435282102786005,-0.0017174896789218254,0.0015939525910653174,-0.9521123999221657,0.004294478527607362,0.01794478527607362,0.021823223873460966,153.0,0.5067212190168132,0.006379059919135126
3,ridge,shifted_null,11470,6520,within_run_block_3,128,32,0,-0.0011739066512745922,-0.0017823269590735435,0.007117696616980672,0.007074931636452675,-0.006726136901802349,0.0023006134969325155,0.015797546012269938,0.01958557992024317,155.0,0.5018178789871095,0.00013003193834239886
3,pls,shifted_null,11470,6520,within_run_block_3,128,32,16,-0.0015017411117241863,-0.006040523061528802,0.0026289240797212777,0.00374729058239609,-0.015859454137782558,0.002914110429447853,0.01549079754601227,0.019848434414444883,156.0,0.49941018268085213,-0.0025054812174253684
3,cca_shared,shifted_null,11470,6520,within_run_block_3,128,32,16,-0.002872245109756477,-0.006081370636820793,-0.0028324055770634874,-0.00552659179084003,-0.9747594670925017,0.003067484662576687,0.015184049079754602,0.019727756235290717,159.0,0.49566179382374914,-0.003109897071268035
