fold,method,target_mode,n_train,n_test,y_dim,context_steps,target_corr_mean,target_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag
1,multilag_ridge_pca512,real,9687,5376,32,32,0.008868123275533435,0.006803038530051708,0.04595568146609302,0.04074356518685818,0.00308564532443123,0.006696428571428571,0.030319940476190476,0.030294088232653508,120.0,0.5258089694211018,0.04368900987695388
1,multilag_ridge_pca512,shifted_null,9687,5376,32,32,-0.004239226138452068,-0.000535510596819222,0.00434367602703457,-0.00011538082981132902,-0.005497553796932619,0.0033482142857142855,0.021391369047619048,0.024655098874585016,129.0,0.5026165674603175,0.002875987398745463
2,multilag_ridge_pca512,real,9751,5374,32,32,0.010872677092265803,0.011329757049679756,0.039406521573419805,0.035801928490400314,0.003001318453898727,0.0035355414960922963,0.02400446594715296,0.025524256388174352,121.0,0.5220907996891062,0.036897268684925724
2,multilag_ridge_pca512,shifted_null,9751,5374,32,32,-0.0013891438029531855,-0.0036587873473763466,-0.01426378892005253,-0.014118526596575975,-0.0105394281764839,0.003907703758838854,0.018794194268701155,0.023226369327910678,133.0,0.49041851914954104,-0.014514003357884402
3,multilag_ridge_pca512,real,9470,5376,32,32,0.010282425519108074,0.008876834996044636,0.03915016749926638,0.029442137107253075,0.002965307393599126,0.006696428571428571,0.027157738095238096,0.029075601701588842,122.0,0.5204766281512605,0.0390930465445392
3,multilag_ridge_pca512,shifted_null,9470,5376,32,32,0.0019435641952441074,-0.0027520653093233705,0.012276331213889708,0.01572232460603118,-0.004210560395685015,0.004092261904761905,0.020461309523809524,0.02496070991770393,126.0,0.5060975431839403,0.006917644058397379
