fold,method,target_mode,n_train,n_test,test_subjects,x_dim,y_dim,n_components,latent_corr_mean,latent_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag
2,pls,real,3882,1929,sub-12 sub-07 sub-03 sub-01 sub-16 sub-02 sub-22,128,64,16,0.0024192891660277382,0.00014102968270890415,0.0052287492617909105,0.0035653598606586456,-0.028678321955638797,0.004665629860031105,0.019699326075686883,0.023345365855918686,138.0,0.5021220699137469,0.003108393494279288
2,cca_shared,real,3882,1929,sub-12 sub-07 sub-03 sub-01 sub-16 sub-02 sub-22,128,64,16,0.00451655600045342,0.008333130739629269,0.005432592119994183,0.01035164762288332,-1.7925349915187536,0.005184033177812338,0.01658890616899948,0.022641946290740466,135.0,0.503306441064389,0.0019331585021756278
2,ridge,shifted_null,3882,1929,sub-12 sub-07 sub-03 sub-01 sub-16 sub-02 sub-22,128,64,0,-0.003770072283259651,-0.003977495711296797,-0.0035127325123354013,-0.006998054217547178,-0.01104270097442206,0.006220839813374806,0.01918092275790565,0.02467283126223348,141.0,0.4966223174432386,0.0003117841098482163
2,pls,shifted_null,3882,1929,sub-12 sub-07 sub-03 sub-01 sub-16 sub-02 sub-22,128,64,16,-0.0028793579404009506,-0.002902749227359891,-0.0013563826429651331,-0.0014574772212654352,-0.030312184485548066,0.00414722654224987,0.021254536029030584,0.024493794798780055,139.0,0.49468537303122934,-0.001587884723415362
2,cca_shared,shifted_null,3882,1929,sub-12 sub-07 sub-03 sub-01 sub-16 sub-02 sub-22,128,64,16,-0.00530735426582396,-0.0046728497836738825,-0.006373752913414971,-0.005907594691962004,-1.6492133512644496,0.002073613271124935,0.017107309486780714,0.02067010028248592,141.0,0.49366576116903504,-0.0058856125068746335
3,train_mean,real,3993,1818,sub-04 sub-10 sub-14 sub-21 sub-20 sub-09 sub-15,128,64,0,nan,nan,nan,nan,-9.660693195612247e-05,0.0,0.0,0.007671068512533763,131.0,0.5,0.0
3,time_ridge,real,3993,1818,sub-04 sub-10 sub-14 sub-21 sub-20 sub-09 sub-15,15,64,0,0.007089418180839857,0.0066704347264021635,-0.005968653789146204,-0.00477625522762537,-0.010190822295406132,0.0049504950495049506,0.02035203520352035,0.023791389515009996,131.0,0.4974592958017449,-0.00559017062179725
3,ridge,real,3993,1818,sub-04 sub-10 sub-14 sub-21 sub-20 sub-09 sub-15,128,64,0,-0.0010889502391364658,-0.0018691550940275192,-0.0013448080408465137,0.007274423725903034,-0.01447503459253574,0.005500550055005501,0.019251925192519254,0.025422296206409015,130.5,0.4940825370851576,-0.006631363040431321
3,pls,real,3993,1818,sub-04 sub-10 sub-14 sub-21 sub-20 sub-09 sub-15,128,64,16,-0.002526492849938222,-0.002660997328348458,-0.0004320653605835033,-0.0017455302295275033,-0.029773473440635634,0.00825082508250825,0.0242024202420242,0.0288827260999242,135.0,0.49409612584161866,-0.0034786859970275578
3,cca_shared,real,3993,1818,sub-04 sub-10 sub-14 sub-21 sub-20 sub-09 sub-15,128,64,16,-0.005476945507325581,-0.0031016134307719767,-0.004348080716448953,-0.00955246388912201,-1.6054924435831457,0.0022002200220022,0.015401540154015401,0.021206914039495685,131.0,0.49359247465882833,-0.005788965961086357
3,ridge,shifted_null,3993,1818,sub-04 sub-10 sub-14 sub-21 sub-20 sub-09 sub-15,128,64,0,0.002632312691844163,0.004821332870051265,0.010669033575392065,0.007844689767807722,-0.010129910415781707,0.0027502750275027505,0.01595159515951595,0.02272957112224576,125.0,0.5152917251864952,0.015025469024174136
3,pls,shifted_null,3993,1818,sub-04 sub-10 sub-14 sub-21 sub-20 sub-09 sub-15,128,64,16,0.0014232003424581308,-0.00010032631143985782,-0.00020234310946067602,2.4376955479965545e-05,-0.03316553972013003,0.0044004400440044,0.019801980198019802,0.02475876389220899,129.0,0.5015899138304256,0.0015689863606765406
3,cca_shared,shifted_null,3993,1818,sub-04 sub-10 sub-14 sub-21 sub-20 sub-09 sub-15,128,64,16,0.003823740618827287,0.00419449876062572,0.0029220168506009754,0.006099350051954389,-1.842668932206196,0.0027502750275027505,0.019801980198019802,0.022509660439579682,128.0,0.5053639601465747,0.0037322571990530628
