eval_dataset,fold,model,n_train,n_test,test_subjects,latent_corr_mean,residual_latent_corr_mean,pca_explained_variance,roi_corr_mean,roi_corr_median,roi_corr_positive_frac,spatial_corr_mean,spatial_corr_median,r2_uniform,r2_variance_weighted,best_epoch,best_val_mse,epochs_ran
Multi_session_EEG_fMRI_experience_sampling_OpenNeuro_ds007216,1,pooled_labram_residual_shifted_null,55730,2620,sub-004 sub-005 sub-006 sub-007 sub-013 sub-018 sub-021 sub-024,0.23286915011703968,0.0011989497725153342,0.7882498502731323,0.15135606449621264,0.1259927824139595,0.734375,0.15233138639506313,0.1744951456785202,0.030067935585975647,0.030067915096879005,1.0,0.9442224655004648,6.0
Sleep_rest_EEG_fMRI_OpenNeuro_ds003768,1,time_dataset_ridge,6182,3091,sub-04 sub-05 sub-06 sub-07 sub-13 sub-15 sub-17 sub-26 sub-27 sub-29 sub-32,0.17192234634421766,nan,0.6711731553077698,0.1856861434862367,0.14986087381839752,0.71875,0.1369169010560971,0.14718060195446014,0.051894910633563995,0.0518948994576931,0.0,nan,0.0
Sleep_rest_EEG_fMRI_OpenNeuro_ds003768,1,single_labram_ridge,6182,3091,sub-04 sub-05 sub-06 sub-07 sub-13 sub-15 sub-17 sub-26 sub-27 sub-29 sub-32,0.045953429536893964,nan,0.6711731553077698,0.08636434973232099,0.11199502646923065,0.84375,0.028348928784001064,0.015897061675786972,-0.8098788261413574,-0.8098787665367126,0.0,nan,0.0
Sleep_rest_EEG_fMRI_OpenNeuro_ds003768,1,pooled_labram_mlp,55259,3091,sub-04 sub-05 sub-06 sub-07 sub-13 sub-15 sub-17 sub-26 sub-27 sub-29 sub-32,0.06747056590393186,nan,0.6711731553077698,0.03984273581227171,0.034311333671212196,0.53125,-0.03178747089222603,-0.028907716274261475,-0.004995291121304035,-0.004995289724320173,1.0,1.023756803427407,6.0
Sleep_rest_EEG_fMRI_OpenNeuro_ds003768,1,pooled_labram_shifted_null,55259,3091,sub-04 sub-05 sub-06 sub-07 sub-13 sub-15 sub-17 sub-26 sub-27 sub-29 sub-32,0.06327197188511491,nan,0.6711731553077698,0.07580112604046008,0.08743210509419441,0.6875,0.03857698349949773,0.05425723269581795,0.003115055151283741,0.0031150549184530973,1.0,1.0218103201630304,6.0
Sleep_rest_EEG_fMRI_OpenNeuro_ds003768,1,pooled_labram_residual_mlp,55259,3091,sub-04 sub-05 sub-06 sub-07 sub-13 sub-15 sub-17 sub-26 sub-27 sub-29 sub-32,0.17079495533835143,-0.03013373867725022,0.6711731553077698,0.17542746246544993,0.15025053918361664,0.6875,0.12718074952260552,0.13616123795509338,0.04453083500266075,0.044530823826789856,1.0,0.9473356420322302,6.0
Sleep_rest_EEG_fMRI_OpenNeuro_ds003768,1,pooled_labram_residual_shifted_null,55259,3091,sub-04 sub-05 sub-06 sub-07 sub-13 sub-15 sub-17 sub-26 sub-27 sub-29 sub-32,0.17572468639991712,-0.003480379469692707,0.6711731553077698,0.18658840737771243,0.1489434912800789,0.734375,0.13918428756367157,0.1449100524187088,0.050728511065244675,0.05072850361466408,1.0,0.936179316780869,6.0
Speeded_perceptual_judgments_confidence_OpenNeuro_ds002158,1,time_dataset_ridge,4747,2501,sub-08 sub-09 sub-10 sub-11 sub-19 sub-21 sub-22,0.18112104339525104,nan,0.7979809641838074,0.3831016679723689,0.34997931122779846,0.90625,0.3831049548633328,0.43416520953178406,0.20580151677131653,0.20580151677131653,0.0,nan,0.0
Speeded_perceptual_judgments_confidence_OpenNeuro_ds002158,1,single_labram_ridge,4747,2501,sub-08 sub-09 sub-10 sub-11 sub-19 sub-21 sub-22,0.018716098100412637,nan,0.7979809641838074,0.021310570361720238,0.026968037709593773,0.75,0.0195134801564933,0.03425908088684082,-0.6547859907150269,-0.6547859311103821,0.0,nan,0.0
Speeded_perceptual_judgments_confidence_OpenNeuro_ds002158,1,pooled_labram_mlp,55849,2501,sub-08 sub-09 sub-10 sub-11 sub-19 sub-21 sub-22,-0.010191563284024596,nan,0.7979809641838074,0.0961825023732672,0.13036610186100006,0.71875,0.06844986724402023,0.1448971927165985,0.006258477456867695,0.006258479319512844,1.0,1.0447490769360872,6.0
