model,n_test,grid_corr_mean,grid_corr_median,grid_corr_positive_frac,spatial_corr_mean,spatial_corr_median,rmse,r2_weighted,chosen_alpha,pca_components,pca_explained_variance,latent_corr_mean
train_mean,594,3.730559870205004e-09,5.533966396242818e-09,0.515625,-0.000865901759152927,-0.00245729589369148,1.0,-4.656608432185294e-09,,,,
schedule_or_time_ridge,594,0.32098161995327246,0.18281570076942444,0.59765625,0.4870736806368085,0.5376967787742615,0.87557452917099,0.23336927592754364,6.30957344480193,16.0,0.5456071496009827,0.055619850754737854
eeg_ridge,594,0.12341246767437042,0.15223950892686844,0.796875,0.06902361676756995,0.09263813123106956,1.11009681224823,-0.23231492936611176,18.478497974222908,16.0,0.5456071496009827,0.021341323503293097
eeg_shifted_null,594,-0.12575170023228566,-0.13435868173837662,0.30859375,-0.07156657769999535,-0.08825214579701424,1.1243503093719482,-0.264163613319397,54.116952654646376,16.0,0.5456070899963379,-0.03236903517972678
eeg_plus_schedule_ridge,594,0.2773517176437963,0.14135529100894928,0.69140625,0.3515433746247759,0.3977743685245514,0.9564411640167236,0.08522027730941772,18.478497974222908,16.0,0.5456071496009827,0.04023339715786278
