model,n_test,grid_corr_mean,grid_corr_median,grid_corr_positive_frac,spatial_corr_mean,spatial_corr_median,rmse,r2_weighted,chosen_alpha,pca_components,pca_explained_variance,latent_corr_mean
residual_train_mean,594,-3.419127599959533e-09,4.365415251506022e-10,0.5,0.0012369875600937792,-0.004090851871296763,0.8768134117126465,2.7578256345250907e-10,,,,
residual_schedule_or_time_ridge,594,0.0501767667187778,0.015489993849769235,0.50390625,0.08500868637209424,0.1518452912569046,0.8768130540847778,7.970186288730474e-07,100000.0,16.0,0.44681429862976074,0.0021345601307984907
residual_eeg_ridge,594,-0.01867440267051279,-0.019938749261200428,0.46484375,0.03853847275676763,0.04263299144804478,0.9556754231452942,-0.18797266483306885,18.478497974222908,16.0,0.44681429862976074,-0.0282894190204388
residual_eeg_shifted_null,594,-0.0006392913701347425,-0.002941996091976762,0.4921875,0.011632997084895826,-0.02962311077862978,0.9240265488624573,-0.11059204488992691,54.116952654646376,16.0,0.44681429862976074,0.002744367971899919
removed_schedule_or_time_component,594,0.3223713352017228,0.18516067415475845,0.6171875,0.48272565842734694,0.5334186851978302,0.8768134117126465,0.2311982363462448,6.30957344480193,,,
