model,n_test,grid_corr_mean,grid_corr_median,grid_corr_positive_frac,spatial_corr_mean,spatial_corr_median,rmse,r2_weighted,chosen_alpha,pca_components,pca_explained_variance,latent_corr_mean
train_mean,2602,2.5307572061610993e-09,1.4175663420878948e-09,0.53515625,-0.003453963512666709,-0.003818453522399068,1.0,-2.3282994976447924e-10,,,,
schedule_or_time_ridge,2602,0.44597435745839675,0.44509120285511017,0.96875,0.27257726157136364,0.27952225506305695,0.8477544188499451,0.2813124358654022,6.30957344480193,16.0,0.589753270149231,0.10169840371236205
eeg_ridge,2602,0.028505140814880647,0.0177884167060256,0.71875,0.027007526892462545,0.01856095716357231,3.179898738861084,-9.111754417419434,0.029286445646252372,16.0,0.589753270149231,-0.005571569243329577
eeg_shifted_null,2602,-0.020179581629122367,-0.018394768238067627,0.296875,-0.027483080779345005,-0.029110608622431755,1.4202933311462402,-1.0172332525253296,0.029286445646252372,16.0,0.589753270149231,-0.01069253619061783
eeg_plus_schedule_ridge,2602,0.22374167747966567,0.1087258942425251,0.82421875,0.06550676464261097,0.06567419320344925,1.86457097530365,-2.4766244888305664,0.01,16.0,0.589753270149231,0.04198963773887954
