fold,model,n_test,n_train_subjects,test_subjects,roi_corr_mean,roi_corr_median,roi_corr_positive_frac,spatial_corr_mean,spatial_corr_median,r2_uniform,r2_variance_weighted,retrieval_top1,retrieval_top5,retrieval_mrr,chosen_alpha,pca_components,pca_explained_variance,latent_corr_mean
1,train_mean,2077,18,sub-10 sub-17 sub-18 sub-20,-1.3620154328426042e-19,-1.083693003802428e-18,0.45,-0.0010117978190687044,-0.0021923688208861287,0.0,0.0,0.0038517091959557053,0.019258545979778528,0.023633447524952538,,,,
1,eeg_ridge_pca,2077,18,sub-10 sub-17 sub-18 sub-20,0.0558353845397153,0.05702762579276706,1.0,0.0049364729117960075,0.0013326368370427727,-0.05236122528849278,-0.05236122528849277,0.004333172845450169,0.0182956186807896,0.02477642880610857,158.48931924611142,32,0.8982363656295974,0.003897962100652036
1,shifted_null_pca,2077,18,sub-10 sub-17 sub-18 sub-20,0.005551496576284323,0.004808037023616735,0.63,-0.0006638051562787836,-0.0037268809709435787,-0.06940530355214598,-0.06940530355214598,0.007221954742416947,0.023591718825228696,0.027336327996675368,158.48931924611142,32,0.8982363656295974,-0.0006668085177608379
2,train_mean,2142,17,sub-02 sub-04 sub-09 sub-11 sub-16,4.905986384204461e-19,8.397836244521828e-19,0.55,-0.0012715990771846235,-0.003608911718559445,0.0,0.0,0.003734827264239029,0.018674136321195144,0.02303057817215607,,,,
2,eeg_ridge_pca,2142,17,sub-02 sub-04 sub-09 sub-11 sub-16,0.007157768619074765,0.00917093894504042,0.76,-0.0024222483592937624,0.0035398727093101144,-0.8182193751816363,-0.8182193751816363,0.002334267040149393,0.020074696545284782,0.021940200791579382,1359.356390878527,32,0.8997083615555947,0.001017855561708927
2,shifted_null_pca,2142,17,sub-02 sub-04 sub-09 sub-11 sub-16,-0.0034579716920073774,-0.0034729957875636827,0.35,-0.005350510441942546,-0.004074361635708875,-0.4845994505137631,-0.48459945051376324,0.0018674136321195146,0.018207282913165267,0.02114775191179065,3981.071705534969,32,0.8997083615555951,-0.005114049462784516
3,train_mean,2188,17,sub-01 sub-03 sub-05 sub-12 sub-22,-5.3539515719990776e-20,-1.1960485705350656e-19,0.48,-0.0009649824766443755,0.0012236535740662645,0.0,0.0,0.003656307129798903,0.018281535648994516,0.022631650292804267,,,,
3,eeg_ridge_pca,2188,17,sub-01 sub-03 sub-05 sub-12 sub-22,0.03498108945538902,0.03582092592673189,0.92,0.0025047100983325928,0.0039044196332340747,-0.05775318389659784,-0.05775318389659782,0.005941499085923218,0.021480804387568556,0.025901317869987117,158.48931924611142,32,0.9000695880594626,0.006941465292422175
3,shifted_null_pca,2188,17,sub-01 sub-03 sub-05 sub-12 sub-22,-0.023784364620880995,-0.02488891823431938,0.04,-0.0012352550868648042,0.006239627982109576,-0.07572012190957288,-0.07572012190957286,0.004113345521023766,0.02102376599634369,0.02406018897499571,158.48931924611142,32,0.9000695880594624,-0.006233724386295051
4,train_mean,2088,18,sub-06 sub-08 sub-14 sub-21,1.4816519748658172e-19,-1.4179093545659715e-19,0.47,-0.0010660000928967022,-0.00012038650371156967,0.0,0.0,0.0038314176245210726,0.019157088122605363,0.023521101777063545,,,,
4,eeg_ridge_pca,2088,18,sub-06 sub-08 sub-14 sub-21,0.01737127378471305,0.016468735769434653,0.87,-0.0010052937342479615,-0.0019049669723347148,-0.06695489348219151,-0.06695489348219151,0.0023946360153256703,0.0210727969348659,0.022906521144785596,158.48931924611142,32,0.8973566454250942,-0.00020279657034243722
4,shifted_null_pca,2088,18,sub-06 sub-08 sub-14 sub-21,0.026547702529163896,0.028440884997029202,0.93,0.00995029473156129,0.0085850735208161,-0.04013998307198197,-0.04013998307198198,0.004310344827586207,0.021551724137931036,0.025593426542454632,158.48931924611142,32,0.8973566454250941,0.008050441539127064
5,train_mean,2079,18,sub-07 sub-13 sub-15 sub-19,-1.756927376012676e-19,8.613387656894962e-19,0.52,0.00029589668846064486,0.002367679129841031,0.0,0.0,0.003848003848003848,0.01924001924001924,0.02359887865646912,,,,
5,eeg_ridge_pca,2079,18,sub-07 sub-13 sub-15 sub-19,0.018491388940156207,0.01919379344194598,0.89,0.007928706014687191,0.0035075725487273305,-0.06673427236767894,-0.06673427236767893,0.00481000481000481,0.022607022607022607,0.0268697142428043,158.48931924611142,32,0.901562805808751,0.005042375047572144
5,shifted_null_pca,2079,18,sub-07 sub-13 sub-15 sub-19,-0.011172399141640173,-0.012696559834111576,0.27,0.0008783401552552913,0.00492305077497301,-0.12293814929868323,-0.12293814929868321,0.005291005291005291,0.01875901875901876,0.024060488471493332,158.48931924611142,32,0.901562805808751,-0.005239710497146416
