fold,method,target_mode,n_train,n_test,test_subjects,x_dim,y_dim,n_components,latent_corr_mean,latent_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag
1,train_mean,real,3426,1945,within_run_block_1,64,16,0,nan,nan,nan,nan,-0.0014711448348401213,0.0,0.0,0.022365793771753278,48.5,0.5,0.0
1,time_ridge,real,3426,1945,within_run_block_1,15,16,0,-0.019076419703196734,-0.01815036591142416,-0.01439604735173103,-0.02105867676436901,-0.00777389517439242,0.012339331619537276,0.0519280205655527,0.05599221182093449,46.0,0.4886156923914786,-0.01782684303391466
1,ridge,real,3426,1945,within_run_block_1,64,16,0,-0.01350451608595904,-0.007688668090850115,0.002303916887633962,0.018511174246668816,-0.009631594471451566,0.011825192802056555,0.05758354755784062,0.059000656959669426,44.0,0.5090864348627165,0.011762926933448936
1,pls,real,3426,1945,within_run_block_1,64,16,8,-0.007759905231068842,-0.006556750508025289,0.001982507101157776,-0.0031477785669267178,-0.018990414984625614,0.009768637532133676,0.05038560411311054,0.05540303328642452,44.0,0.5043520091300728,0.009617928841725767
1,cca_shared,real,3426,1945,within_run_block_1,64,16,8,-0.01470606867223978,-0.02804331388324499,-0.009051471156292448,-0.007761361543089151,-0.9995842622714177,0.011311053984575836,0.05244215938303342,0.0561915015877192,44.0,0.5008888497417338,9.585819701516378e-05
1,ridge,shifted_null,3426,1945,within_run_block_1,64,16,0,-0.004822255199542269,-0.004575246246531606,-0.022784390808940895,-0.02588803321123123,-0.014430737728327037,0.006169665809768638,0.0519280205655527,0.050537590029789206,46.0,0.4855029612724877,-0.026939285596756724
1,pls,shifted_null,3426,1945,within_run_block_1,64,16,8,-0.0077433644837583415,-0.006058530416339636,-0.020287443618924574,-0.019893674179911613,-0.025154013524331997,0.007712082262210797,0.04987146529562982,0.051963833740545695,46.0,0.48773297633055396,-0.021522104336389045
1,cca_shared,shifted_null,3426,1945,within_run_block_1,64,16,8,-0.013112029701005667,-0.011605697218328714,-0.015784992073117312,-0.02130155637860298,-1.0354798010949713,0.010796915167095116,0.05295629820051414,0.054017352873505765,47.0,0.48435952400723575,-0.01960928748719948
2,train_mean,real,3426,1929,within_run_block_2,64,16,0,nan,nan,nan,nan,-0.001365778573839016,0.0,0.0,0.022548195197591814,48.5,0.5,0.0
2,time_ridge,real,3426,1929,within_run_block_2,15,16,0,-0.010741536287241615,-0.01390190701931715,-0.033866831412461156,-0.04936014488339424,-0.020398306756174822,0.00829445308449974,0.044582685329186106,0.050277012511506375,47.0,0.47833090052313987,-0.03299483807354809
