dataset,fold,n_test_seq,n_train_seq,target_space,target_variance_retained
affective_tf_lagm4,1,6371,12736,pca32,0.8648324608802795
affective_tf_lagm4,2,6365,12742,pca32,0.8403690457344055
affective_tf_lagm4,3,6371,12736,pca32,0.8513944745063782
experience_tf_lagm4,1,2483,4970,pca32,0.8884003758430481
experience_tf_lagm4,2,2447,5006,pca32,0.8742330074310303
experience_tf_lagm4,3,2523,4930,pca32,0.8746336698532104
xp2_tf_lagp5,1,1812,3322,pca32,0.7963807582855225
xp2_tf_lagp5,2,1812,3322,pca32,0.8071136474609375
xp2_tf_lagp5,3,1510,3624,pca32,0.7947387099266052
