fold,method,target_mode,n_train,n_test,test_subjects,x_dim,y_dim,n_components,latent_corr_mean,latent_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag
2,pls,shifted_null,6182,3091,sub-25 sub-21 sub-16 sub-26 sub-33 sub-05 sub-01 sub-13 sub-07 sub-19 sub-17,128,32,16,-0.00022520302032091877,0.00011567364776965405,-0.003018848642435926,0.00420058099552989,-0.05549377285665602,0.003235198964736331,0.017146554513102555,0.02198147056332226,141.0,0.4996631926792069,-0.0013369931608507343
2,cca_shared,shifted_null,6182,3091,sub-25 sub-21 sub-16 sub-26 sub-33 sub-05 sub-01 sub-13 sub-07 sub-19 sub-17,128,32,16,0.0010512361463952402,0.0019281450659036636,0.016080684389384883,0.0181116983294487,-5.127556924995093,0.0038822387576835974,0.019411193788417987,0.023124343207927518,140.0,0.5041191015390304,0.0032216506859846362
3,train_mean,real,6182,3091,sub-30 sub-02 sub-04 sub-10 sub-22 sub-14 sub-31 sub-20 sub-09 sub-15 sub-32,128,32,0,nan,nan,nan,nan,-5.552889654314441e-06,0.0,0.0,0.007092198581560282,141.0,0.5,0.0
3,time_ridge,real,6182,3091,sub-30 sub-02 sub-04 sub-10 sub-22 sub-14 sub-31 sub-20 sub-09 sub-15 sub-32,15,32,0,0.010971109062666073,0.010447627864778042,0.018714942230065895,0.02550310268998146,0.0004352077266608356,0.0029116790682626984,0.016175994823681657,0.022042095105263608,133.0,0.5136525396311873,0.019750295855152943
3,ridge,real,6182,3091,sub-30 sub-02 sub-04 sub-10 sub-22 sub-14 sub-31 sub-20 sub-09 sub-15 sub-32,128,32,0,-0.0028208566891407827,-0.003672259859740734,-0.006936429117388803,-0.011084607802331448,-0.0010375805689584183,0.004529278550630864,0.017146554513102555,0.022787406103776997,141.0,0.4991195637103111,0.0012623809708991575
3,pls,real,6182,3091,sub-30 sub-02 sub-04 sub-10 sub-22 sub-14 sub-31 sub-20 sub-09 sub-15 sub-32,128,32,16,-0.0018925035983556882,-0.0029473669710569084,-0.006992244748859465,-0.009973205626010895,-0.027664496258046567,0.004852798447104497,0.01649951472015529,0.02297489718031618,143.0,0.4976533253223645,-0.0004421983107966867
3,cca_shared,real,6182,3091,sub-30 sub-02 sub-04 sub-10 sub-22 sub-14 sub-31 sub-20 sub-09 sub-15 sub-32,128,32,16,-0.0009212705144818756,-0.0015423096920130774,-0.02009824077159373,-0.027307504788041115,-2.8356595316924684,0.0019411193788417987,0.015852474927208024,0.020587381773303985,141.0,0.5005788695290474,0.0007678414250691595
3,ridge,shifted_null,6182,3091,sub-30 sub-02 sub-04 sub-10 sub-22 sub-14 sub-31 sub-20 sub-09 sub-15 sub-32,128,32,0,-0.003764916410545993,-0.0037869177758693695,-0.009626603050072536,-0.012272538617253304,-0.00197509343893687,0.0038822387576835974,0.014558395341313491,0.021292926709657347,145.0,0.49331815870961776,-0.007065525399022906
3,pls,shifted_null,6182,3091,sub-30 sub-02 sub-04 sub-10 sub-22 sub-14 sub-31 sub-20 sub-09 sub-15 sub-32,128,32,16,-0.0025711638963912264,-0.002495674998499453,0.009609566824160242,0.02612651139497757,-0.036873501009006215,0.0038822387576835974,0.016175994823681657,0.02207117206354123,142.0,0.4967220501918011,-0.003282936672219273
3,cca_shared,shifted_null,6182,3091,sub-30 sub-02 sub-04 sub-10 sub-22 sub-14 sub-31 sub-20 sub-09 sub-15 sub-32,128,32,16,-0.003707892472448293,-0.003044377430342138,-0.012374255456514447,-0.017300257459282875,-2.7890166460160573,0.0029116790682626984,0.015852474927208024,0.02110845805199858,142.0,0.49644128113879005,-0.0028955107173189985
