dataset_name,mode,heldout_fold,selected_lag,selection_resid_minus_shifted,heldout_residual_rank_pct,heldout_residual_shifted_rank_pct,heldout_residual_minus_shifted,heldout_residual_diag_minus_offdiag
affective,tf,1,-4,0.07233018207282918,0.5624733747665732,0.4886510854341737,0.07382228933239954,0.08307004235259839
affective,tf,2,-4,0.07411826709850602,0.5581422152194212,0.48789609593837535,0.07024611928104585,0.07315588503173714
affective,tf,3,-4,0.0720342043067227,0.5690702322595704,0.4946559873949579,0.07441424486461251,0.09512843248094856
experience,tf,1,-4,0.048971822115731894,0.5313292483824148,0.48616966566935976,0.045159582713055035,0.049318396724071456
experience,tf,2,-4,0.04532764383794835,0.5495652492358651,0.497117309967243,0.052447939268622124,0.05942600283630103
experience,tf,3,-4,0.04880376099083858,0.5331748426786668,0.4876791377158251,0.045495704962841665,0.03652428488566483
xp2,tf,1,5,0.04296869190486208,0.5458657734323134,0.5017743979721166,0.0440913754601967,0.052156030520753335
xp2,tf,2,3,0.0564889479118203,0.5255476245840738,0.514302738884183,0.011244885699890794,0.026602771801652006
xp2,tf,3,7,0.037707243782373,0.5511481400088767,0.5046875022442845,0.046460637764592194,0.05644216312260682
