fold,method,target_mode,n_train,n_test,test_subjects,x_dim,y_dim,n_components,latent_corr_mean,latent_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag
2,ridge,real,11552,6486,within_run_block_2,64,16,0,0.006454869653680362,0.005193767603486776,0.020848927593434447,0.01770593598484993,-0.0005236324738400189,0.004625346901017576,0.017884674683934627,0.02250439399619727,148.0,0.5159244994773696,0.027344933818638874
2,pls,real,11552,6486,within_run_block_2,64,16,8,0.007739968350506388,0.005565770668908954,0.02278524551445862,0.015805833972990513,-0.0022946661950811187,0.003083564600678384,0.015417823003391921,0.020921883367124656,149.0,0.5151653096874524,0.02958054242261
2,cca_shared,real,11552,6486,within_run_block_2,64,16,8,0.010628559975884855,0.008868596516549587,0.00762357204328971,0.012659159954637289,-0.9626062626776053,0.0026210299105766267,0.016805427073697195,0.021091004086090284,149.0,0.5134288903400404,0.017068280144311415
2,ridge,shifted_null,11552,6486,within_run_block_2,64,16,0,5.502576823346317e-05,0.0032988525927066803,-0.005565191415514963,0.0015907949418760836,-0.00745649438595497,0.002312673450508788,0.013105149552883133,0.018633004358152114,155.0,0.49466937381334564,-0.012168214423626875
2,pls,shifted_null,11552,6486,within_run_block_2,64,16,8,0.0011279500758973882,0.0015989376697689295,-0.006873872838135779,-0.0008726244559511542,-0.011102511932387538,0.002929386370644465,0.015263644773358002,0.019412274373829974,157.0,0.49410196282385427,-0.012678375843062048
2,cca_shared,shifted_null,11552,6486,within_run_block_2,64,16,8,-0.0008628460927866399,-0.008599567459896207,-0.0029417834104879456,-0.0015917294076643884,-0.9339500076263954,0.0035460992907801418,0.013567684242984891,0.019359681714154812,156.0,0.49645777196978136,-0.004991970117808434
3,train_mean,real,11470,6520,within_run_block_3,64,16,0,nan,nan,nan,nan,-0.0001923273250481472,0.0,0.0,0.006421034248867882,156.5,0.5,0.0
3,time_ridge,real,11470,6520,within_run_block_3,15,16,0,-0.029141281673219055,-0.02607040759176016,-0.016928861499120405,-0.023750475607812405,-0.0014208515703353353,0.002607361963190184,0.0098159509202454,0.017113740228955735,162.0,0.48381421168819405,-0.020857832005243247
3,ridge,real,11470,6520,within_run_block_3,64,16,0,0.007499960262066452,0.002685252533410676,0.015777545622959056,0.01060505909845233,-0.00015084121218977842,0.003374233128834356,0.019171779141104295,0.022028998219649182,153.0,0.5092065040340029,0.020506583718349704
3,pls,real,11470,6520,within_run_block_3,64,16,8,0.008852164100972004,0.00808888825122267,0.014776223157328518,0.010657622013241053,-0.0022853686318338173,0.004754601226993865,0.021012269938650307,0.023742475712964492,153.0,0.5081347057093645,0.018576177300245526
3,cca_shared,real,11470,6520,within_run_block_3,64,16,8,0.01585890108253807,0.014014300424605608,0.013878030960136603,0.02187858149409294,-0.933276620089301,0.0032208588957055215,0.01871165644171779,0.02178263789031426,148.0,0.5160428309148258,0.020830109462056767
3,ridge,shifted_null,11470,6520,within_run_block_3,64,16,0,-0.00014382573135662824,-0.0012219400377944112,0.013911697719737678,0.02221824787557125,-0.0030517465016246526,0.0032208588957055215,0.016104294478527608,0.02063186335437219,153.0,0.5036447636259588,0.0037171167577789684
3,pls,shifted_null,11470,6520,within_run_block_3,64,16,8,-0.0007513336822739802,-0.00081178720574826,0.01105448296765884,0.021259095519781113,-0.005060286140745163,0.002914110429447853,0.01687116564417178,0.020274949257119798,153.0,0.5030229035777808,0.002460459678102997
3,cca_shared,shifted_null,11470,6520,within_run_block_3,64,16,8,-0.002994086913531646,0.0004474982852116227,-0.0036077334432351327,-0.00660728057846427,-0.996024796732178,0.003067484662576687,0.015797546012269938,0.020307862168007975,158.0,0.49747317064323093,-0.003064929059698485
