fold,model,n_test,n_train_subjects,test_subjects,roi_corr_mean,roi_corr_median,roi_corr_positive_frac,spatial_corr_mean,spatial_corr_median,r2_uniform,r2_variance_weighted,retrieval_top1,retrieval_top5,retrieval_mrr,chosen_alpha,pca_components,pca_explained_variance,latent_corr_mean
3,eeg_ridge_pca,2188,17,sub-01 sub-03 sub-05 sub-12 sub-22,0.03874348620623251,0.0372859248522261,0.96,0.0032487448253757734,0.004201531904734303,-0.047123283724624175,-0.047123283724624175,0.005941499085923218,0.024680073126142597,0.025915913677054658,158.48931924611142,8,0.7484515804244936,0.020570740468523294
3,shifted_null_pca,2188,17,sub-01 sub-03 sub-05 sub-12 sub-22,-0.026030227182968102,-0.02587730093854517,0.02,-0.003193142978974785,0.002332702984085248,-0.06634263345149514,-0.06634263345149513,0.002742230347349177,0.016910420475319928,0.0215153903039461,158.48931924611142,8,0.7484515804244933,-0.007159210277560806
4,train_mean,2088,18,sub-06 sub-08 sub-14 sub-21,1.4816519748658172e-19,-1.4179093545659715e-19,0.47,-0.0010660000928967022,-0.00012038650371156967,0.0,0.0,0.0038314176245210726,0.019157088122605363,0.023521101777063545,,,,
4,time_only_ridge_pca,2088,18,sub-06 sub-08 sub-14 sub-21,0.03454606432393404,0.03606525545211199,0.83,0.00019006988473827566,-0.0022329199290313856,0.0006352443433853061,0.0006352443433853067,0.0028735632183908046,0.016283524904214558,0.022421324163338398,0.01,8,0.7452509547976248,0.026635765579376622
4,bold_ar_oracle_ridge_pca,2088,18,sub-06 sub-08 sub-14 sub-21,0.8324744280211023,0.8368464577021772,1.0,0.6207462380492075,0.6411693279471598,0.6939065370596821,0.693906537059682,0.4118773946360153,0.7466475095785441,0.564071321362486,6.30957344480193,8,0.7452509547976248,0.9617434503641594
4,eeg_ridge_pca,2088,18,sub-06 sub-08 sub-14 sub-21,0.018771601116578777,0.017163308879517815,0.89,0.0014624178633042152,-0.0022095837145484163,-0.05706101852287955,-0.05706101852287956,0.006226053639846743,0.021551724137931036,0.02525858674651226,158.48931924611142,8,0.7452509547976248,0.0031624681643409158
4,shifted_null_pca,2088,18,sub-06 sub-08 sub-14 sub-21,0.028110820995188003,0.03007966810189313,0.96,0.012871334856469064,0.005326289810534204,-0.03207241202335734,-0.03207241202335734,0.004789272030651341,0.023946360153256706,0.026676232413339395,158.48931924611142,8,0.7452509547976248,0.024599514396269617
5,train_mean,2079,18,sub-07 sub-13 sub-15 sub-19,-1.756927376012676e-19,8.613387656894962e-19,0.52,0.00029589668846064486,0.002367679129841031,0.0,0.0,0.003848003848003848,0.01924001924001924,0.02359887865646912,,,,
5,time_only_ridge_pca,2079,18,sub-07 sub-13 sub-15 sub-19,-0.004503793459630102,-0.004244263802880925,0.43,-0.006562183010388862,-0.008508977668713835,-0.005558894383006658,-0.0055588943830066585,0.003367003367003367,0.017316017316017316,0.02252862122423054,0.01,8,0.7509246514254232,-0.0003671015056440907
5,bold_ar_oracle_ridge_pca,2079,18,sub-07 sub-13 sub-15 sub-19,0.8170996769763893,0.8258039395160016,1.0,0.6081567100239738,0.6232674314936736,0.6689506230524817,0.6689506230524817,0.4093314093314093,0.7479557479557479,0.5613689216901132,6.30957344480193,8,0.7509246514254232,0.9656069129214103
5,eeg_ridge_pca,2079,18,sub-07 sub-13 sub-15 sub-19,0.01985440376616089,0.020599846525393265,0.93,0.009609486239041459,6.585599109061175e-07,-0.05521528205338362,-0.05521528205338364,0.003848003848003848,0.025012025012025013,0.026090303466242568,158.48931924611142,8,0.7509246514254232,0.017104193033766386
5,shifted_null_pca,2079,18,sub-07 sub-13 sub-15 sub-19,-0.010717617788679388,-0.013167484500800476,0.24,0.004252309865990797,0.00048042612553579367,-0.11237323445939222,-0.11237323445939225,0.004329004329004329,0.021645021645021644,0.023734870253646328,158.48931924611142,8,0.7509246514254231,0.0024692425945023605
