fold,method,target_mode,n_train,n_test,y_dim,context_steps,target_corr_mean,target_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag,dataset_name
1,real_eeg_ridge,Z_masked100,11625,5376,32,16,0.02255673922400092,0.017679542303085327,0.039586515104287755,0.036932649090886116,-0.01230019659860937,0.004092261904761905,0.02492559523809524,0.027227421121688977,121.0,0.5235005981559291,0.03862969162242996,affective_band
1,shifted_null_ridge,Z_masked100,11625,5376,32,16,-0.006796916472922021,-0.007899358635768294,-0.0014816917023489666,-0.004147344268858433,-0.02561530044527971,0.004464285714285714,0.02101934523809524,0.024566564442768613,130.0,0.4964278419701214,-0.004564119175346397,affective_band
1,time_only_ridge,Z_masked100,11625,5376,32,16,0.006316558254781057,0.007414104184135795,0.0074479942718074284,0.021754913963377476,-7.844831514769446e-05,0.0033482142857142855,0.017671130952380952,0.023484150532018414,126.0,0.5077614379084968,0.007776129722342527,affective_band
1,train_mean,Z_masked100,11625,5376,32,16,-5.507954481398514e-09,-6.638724459051559e-09,0.011011278255601891,0.033768363296985626,-5.2988271049825286e-05,0.00390625,0.01953125,0.023923222511005003,128.5,0.5,1.3737261008374744e-18,affective_band
1,time_residual_eeg_ridge,Z_masked100_time_resid,11625,5376,32,16,0.022138580765385996,0.016506033949553967,0.03714118539011224,0.03010613191872835,-0.012158359705816801,0.004650297619047619,0.023809523809523808,0.026850405503730895,121.0,0.5200039390756304,0.03552590984023959,affective_band
1,time_residual_shifted_null,Z_masked100_time_resid,11625,5376,32,16,-0.003191682919350569,-0.002788742771372199,-0.0014993797104374434,0.005693877814337611,-0.01990896367283268,0.005022321428571429,0.01711309523809524,0.02362058714479408,127.0,0.4987825338468721,-0.0029724868421776383,affective_band
1,time_residual_mean,Z_masked100_time_resid,11625,5376,32,16,-1.12246208624119e-09,-1.146971850829459e-09,-0.00028700657192562824,0.0034154447494074702,-8.52952975261001e-05,0.00390625,0.01953125,0.023923222511005,128.5,0.5,2.8653914558545474e-19,affective_band
2,real_eeg_ridge,Z_masked100,11655,5376,32,16,0.02845300283297547,0.024235399439930916,0.041221059596463897,0.041863249614834785,-0.005843300278973063,0.004650297619047619,0.024367559523809524,0.027578747509873002,119.0,0.5267886321195144,0.0391783598725262,affective_band
2,shifted_null_ridge,Z_masked100,11655,5376,32,16,-0.008211098888523338,-0.0067689064890146255,-0.018515243052775077,-0.017959713004529476,-0.029861427054577172,0.0027901785714285715,0.016183035714285716,0.021220857952957015,134.0,0.4858273517740429,-0.01958112336245781,affective_band
2,time_only_ridge,Z_masked100,11655,5376,32,16,0.006040125612344127,0.004484951263293624,0.004992819097643132,0.0028987592086195946,2.033183038152586e-06,0.003720238095238095,0.02027529761904762,0.024831161224804475,127.0,0.5059144491129786,0.004639691393283019,affective_band
