eval_dataset,fold,model,n_train,n_test,test_subjects,latent_corr_mean,latent_corr_median,latent_row_corr_mean,latent_positive_frac,roi_corr_mean,r2_variance_weighted,decoder_roi_corr_mean,decoder_roi_corr_median,decoder_roi_corr_positive_frac,decoder_spatial_corr_mean,decoder_r2_variance_weighted,best_val_loss,epochs_ran,roi_corr_median,roi_corr_positive_frac,spatial_corr_mean,spatial_corr_median,r2_uniform,best_epoch,trainable_params
natview,1,time_dataset_ridge,3747,2064,sub-05 sub-06 sub-08 sub-11 sub-13 sub-17 sub-18 sub-19,0.010370598308099943,0.00856094853952527,0.00939148110906307,0.6328125,nan,nan,-0.0011957077675469917,0.0006921955500729382,0.51,-0.0009729201206909231,-2.488253994670231e-05,nan,0.0,,,,,,,
natview,1,neurostorm_spatial,3747,2064,sub-05 sub-06 sub-08 sub-11 sub-13 sub-17 sub-18 sub-19,-0.0012099050067604367,-0.0007093038584571332,0.0001657342627068413,0.48046875,-0.0053028903373342475,-0.0021500634029507637,-0.003100575558200944,-0.0045485354494303465,0.39,-0.0017541250884951579,-0.003290937514975667,1.2602321614592367,6.0,-0.006353951990604401,0.36,0.004754504412031643,0.0068216759245842695,-0.0021500634029507637,2.0,196385
natview,1,neurostorm_shifted_null,3747,2064,sub-05 sub-06 sub-08 sub-11 sub-13 sub-17 sub-18 sub-19,0.0009136174775221662,0.0005186086054891348,0.0004338691472419884,0.51171875,-0.023052700072221342,-0.005997593514621258,-0.03324903099117364,-0.032776087522506714,0.03,-0.005826026636427283,-0.007824285887181759,1.261303713436025,9.0,-0.02408329676836729,0.11,-0.007097453931250616,-0.004559776047244668,-0.005997593514621258,5.0,196385
