eval_dataset,fold,model,n_train,n_test,test_subjects,latent_corr_mean,residual_latent_corr_mean,roi_corr_mean,roi_corr_median,roi_corr_positive_frac,spatial_corr_mean,spatial_corr_median,r2_uniform,r2_variance_weighted,best_epoch,best_val_mse,epochs_ran,trainable_params
natview,1,time_dataset_ridge,3712,2034,sub-05 sub-06 sub-08 sub-11 sub-13 sub-17 sub-18 sub-19,-0.009370083460671594,nan,-0.009370083460671594,-0.01116036856546998,0.34,-0.0020544324132350618,-0.001884064229670912,-6.672382005490363e-05,-6.690923328278586e-05,0.0,nan,0.0,
natview,1,schaefer_spatial,3712,2034,sub-05 sub-06 sub-08 sub-11 sub-13 sub-17 sub-18 sub-19,0.022270019821007736,nan,0.022270019821007736,0.023938550613820553,0.89,0.005244178953720783,0.0032503149705007672,0.00034136592876166105,0.00034062107442878187,9.0,0.9934202084404593,12.0,1386937
natview,1,schaefer_shifted_null,3712,2034,sub-05 sub-06 sub-08 sub-11 sub-13 sub-17 sub-18 sub-19,-0.00805355442018481,nan,-0.00805355442018481,-0.008464322425425053,0.28,-0.0017801246410103122,-0.008402424864470959,-0.0007337415008805692,-0.0007337736315093935,9.0,0.9954038888322837,12.0,1386937
