fold,model,n_test,n_train_subjects,test_subjects,roi_corr_mean,roi_corr_median,roi_corr_positive_frac,spatial_corr_mean,spatial_corr_median,r2_uniform,r2_variance_weighted,retrieval_top1,retrieval_top5,retrieval_mrr,best_val_mse,best_val_corr,best_epoch,epochs_ran,pca_components,pca_explained_variance,latent_corr_mean
1,train_mean,2077,18,sub-10 sub-17 sub-18 sub-20,-1.3620154328426042e-19,-1.083693003802428e-18,0.45,-0.0010117978190687044,-0.0021923688208861287,0.0,0.0,0.0038517091959557053,0.019258545979778528,0.023633447524952538,,,,,,,
1,eeg_deep_mlp,2077,18,sub-10 sub-17 sub-18 sub-20,0.03793626860828401,0.040091137897492926,1.0,-0.0011260868964379194,-0.0008672075392955678,-0.07327599744526926,-0.07327599744526928,0.004814636494944632,0.015406836783822821,0.023137210888952504,1.084875226020813,0.005581188946962357,13.0,31.0,16.0,0.8281015374136756,0.005921912522922831
2,train_mean,2142,17,sub-02 sub-04 sub-09 sub-11 sub-16,4.905986384204461e-19,8.397836244521828e-19,0.55,-0.0012715990771846235,-0.003608911718559445,0.0,0.0,0.003734827264239029,0.018674136321195144,0.02303057817215607,,,,,,,
2,eeg_deep_mlp,2142,17,sub-02 sub-04 sub-09 sub-11 sub-16,-0.01126570364125802,-0.00882990352747325,0.29,-0.0025252925799585982,0.0028964650074967467,-0.016236153946863067,-0.01623615394686307,0.0009337068160597573,0.013071895424836602,0.019696004509810867,0.9108620882034302,0.00823861826211214,8.0,26.0,16.0,0.8289329677852725,-0.0029012294202008203
3,train_mean,2188,17,sub-01 sub-03 sub-05 sub-12 sub-22,-5.3539515719990776e-20,-1.1960485705350656e-19,0.48,-0.0009649824766443755,0.0012236535740662645,0.0,0.0,0.003656307129798903,0.018281535648994516,0.022631650292804267,,,,,,,
3,eeg_deep_mlp,2188,17,sub-01 sub-03 sub-05 sub-12 sub-22,0.021279437152563214,0.018219439148237246,0.9,0.007025447213137991,0.007198525187592814,-0.018725289663432933,-0.01872528966343293,0.003656307129798903,0.019195612431444242,0.023493923287565395,1.0638314485549927,0.012376844882965088,11.0,29.0,16.0,0.8304413470492835,0.011324230820505052
4,train_mean,2088,18,sub-06 sub-08 sub-14 sub-21,1.4816519748658172e-19,-1.4179093545659715e-19,0.47,-0.0010660000928967022,-0.00012038650371156967,0.0,0.0,0.0038314176245210726,0.019157088122605363,0.023521101777063545,,,,,,,
4,eeg_deep_mlp,2088,18,sub-06 sub-08 sub-14 sub-21,0.008773044717989507,0.010781038136894967,0.67,-0.0003769507233516925,0.00143153003710823,-0.20680235392034813,-0.20680235392034813,0.0023946360153256703,0.01532567049808429,0.021695783283941398,1.4112783670425415,0.005948650650680065,42.0,60.0,16.0,0.826818231739487,0.002306204411399956
5,train_mean,2079,18,sub-07 sub-13 sub-15 sub-19,-1.756927376012676e-19,8.613387656894962e-19,0.52,0.00029589668846064486,0.002367679129841031,0.0,0.0,0.003848003848003848,0.01924001924001924,0.02359887865646912,,,,,,,
5,eeg_deep_mlp,2079,18,sub-07 sub-13 sub-15 sub-19,0.010939963980792541,0.007407292470580432,0.71,0.0023763389847794793,0.0015776347517549095,-0.3087801415498174,-0.3087801415498175,0.002886002886002886,0.016354016354016353,0.022719027882049058,1.2919580936431885,0.013648685067892075,52.0,70.0,16.0,0.8331809134867634,-0.00017022726646266932
