model,n_test,grid_corr_mean,grid_corr_median,grid_corr_positive_frac,spatial_corr_mean,spatial_corr_median,rmse,r2_weighted,chosen_alpha,pca_components,pca_explained_variance,latent_corr_mean
residual_train_mean,2602,3.4876544293088556e-10,-2.0129901218135515e-10,0.48828125,0.003607843231475132,0.006659381790086627,0.8485438227653503,-1.4524519542646885e-07,,,,
residual_schedule_or_time_ridge,2602,0.062226232902958145,0.026280823163688183,0.546875,-0.01994157337080347,-0.040536969900131226,0.8485391139984131,1.0980428669427056e-05,100000.0,16.0,0.5017450451850891,0.040564200025983155
residual_eeg_ridge,2602,-0.0038790782344904073,-0.004112050868570805,0.40625,-0.0041479904997066665,0.00692184898070991,1.7410731315612793,-3.210033893585205,0.01,16.0,0.5017450451850891,-0.011513662961078808
residual_eeg_shifted_null,2602,-0.0031499378525268185,-0.0031365742906928062,0.45703125,-0.0028406598239843353,-0.007189073599874973,1.279423713684082,-1.2734230756759644,0.029286445646252372,16.0,0.5017450451850891,0.00742577928758692
removed_schedule_or_time_component,2602,0.4440862310760849,0.43896111845970154,0.96484375,0.27165418397014446,0.2751746028661728,0.8485438227653503,0.2799733877182007,18.478497974222908,,,
