eval_dataset,fold,model,n_train,n_test,test_subjects,latent_corr_mean,residual_latent_corr_mean,roi_corr_mean,roi_corr_median,roi_corr_positive_frac,spatial_corr_mean,spatial_corr_median,r2_uniform,r2_variance_weighted,best_epoch,best_val_mse,epochs_ran,trainable_params
Affective_music_listening_OpenNeuro_ds002725,1,time_dataset_ridge,13006,6500,sub-01 sub-02 sub-06 sub-09 sub-12 sub-15 sub-20,0.04787850982393138,nan,0.04787850982393138,0.023122545797377825,0.515625,-0.05791473266978811,-0.06707732379436493,-0.07558596134185791,-0.07558596134185791,0.0,nan,0.0,
Affective_music_listening_OpenNeuro_ds002725,1,distilled_spatial,4096,6500,sub-01 sub-02 sub-06 sub-09 sub-12 sub-15 sub-20,0.008515353219991084,nan,0.008515353219991084,0.005779363913461566,0.546875,0.010724436957069185,0.002798380213789642,-0.013729972764849663,-0.013729971833527088,1.0,0.9799558292959154,4.0,1384889
Affective_music_listening_OpenNeuro_ds002725,1,distilled_shifted_null,4096,6500,sub-01 sub-02 sub-06 sub-09 sub-12 sub-15 sub-20,0.004022214481665287,nan,0.004022214481665287,0.009186299750581384,0.546875,0.009397522770338512,-0.006691912189126015,-0.018349846825003624,-0.018349846825003624,2.0,1.0000706026234578,5.0,1384889
Affective_music_listening_OpenNeuro_ds002725,1,distilled_residual,4096,6500,sub-01 sub-02 sub-06 sub-09 sub-12 sub-15 sub-20,0.023543328989035217,-0.030310829304179165,0.023543328989035217,-0.012559045571833849,0.453125,-0.06793907454354989,-0.07191460952162743,-0.11875106394290924,-0.11875105649232864,4.0,0.9001606174351013,5.0,1384889
Affective_music_listening_OpenNeuro_ds002725,1,distilled_residual_shifted_null,4096,6500,sub-01 sub-02 sub-06 sub-09 sub-12 sub-15 sub-20,0.04175744124222547,-0.002798628114760504,0.04175744124222547,0.011998865753412247,0.515625,-0.060302578863577,-0.06376015767455101,-0.0866781622171402,-0.0866781547665596,2.0,0.9030239219518051,5.0,1384889
