fold,method,target_mode,n_train,n_test,y_dim,context_steps,target_corr_mean,target_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag,dataset_name,mode,lag
2,shifted_null_ridge,Z,11655,5376,32,16,-0.0013625059459627664,-0.0007636310474481434,-0.01563878509947986,-0.014063299633562565,-0.10253348741994794,0.0033482142857142855,0.017857142857142856,0.022468713860236283,131.0,0.49086134453781516,-0.01351739772406708,affective,tf,-7
2,time_only_ridge,Z,11655,5376,32,16,0.006218810028286725,0.004334714962169528,0.0008079028610471336,-0.005704776616767049,-3.5224958780943894e-06,0.00390625,0.019159226190476192,0.02434176071468113,129.0,0.5026807598039216,0.001084879894592505,affective,tf,-7
2,time_residual_eeg_ridge,Z_time_resid,11655,5376,32,16,0.0392766629520338,0.031874749809503555,0.05445909909934495,0.05817348696291447,-0.06957111079887235,0.006324404761904762,0.028645833333333332,0.030888275127356753,114.0,0.5405119339402428,0.05529417907145911,affective,tf,-7
2,time_residual_shifted_null,Z_time_resid,11655,5376,32,16,0.006536629855872889,0.006283666007220745,-0.004188170368769036,-0.002838345360942185,-0.1041177899653285,0.004650297619047619,0.02194940476190476,0.024797391633221682,129.0,0.49789332399626524,-0.005240387049508104,affective,tf,-7
3,real_eeg_ridge,Z,11520,5376,32,16,0.044882718757435214,0.03791062347590923,0.07734365356359214,0.083287563174963,-0.046332493399773744,0.005022321428571429,0.030691964285714284,0.031163907460408424,108.0,0.5557984652194211,0.07919377858398617,affective,tf,-7
3,shifted_null_ridge,Z,11520,5376,32,16,-0.005139142958796583,-0.006395210744813085,0.00250837687419681,0.00042367113928776234,-0.09599300545730749,0.00390625,0.02027529761904762,0.02402017580487516,127.0,0.5029003267973857,0.002938299924727862,affective,tf,-7
3,time_only_ridge,Z,11520,5376,32,16,0.005458436964090652,0.005893496330827475,0.0036731071751508657,0.0029569148318842053,-0.0002643332644987062,0.002976190476190476,0.018973214285714284,0.023558804935935634,127.0,0.5048793475723622,0.005593548731969909,affective,tf,-7
3,time_residual_eeg_ridge,Z_time_resid,11520,5376,32,16,0.044579190554941306,0.03767740912735462,0.07492922668787184,0.07785986736416817,-0.04666082501451374,0.004650297619047619,0.031063988095238096,0.030739259556996582,109.0,0.5539551237161531,0.07644205539343851,affective,tf,-7
3,time_residual_shifted_null,Z_time_resid,11520,5376,32,16,-0.0014854142027616035,0.00308783573564142,-0.002555604404811956,-0.009996997192502022,-0.09778941580479583,0.00427827380952381,0.019345238095238096,0.0236964600215984,130.5,0.49598797852474324,-0.002114056176415894,affective,tf,-7
1,real_eeg_ridge,Z,11625,5376,32,16,0.05868242534052115,0.06319223716855049,0.08669447929400692,0.09418477863073349,-0.064759897310249,0.004464285714285714,0.03218005952380952,0.031799972489296675,106.0,0.5621265172735761,0.08418370013722407,affective,tf,-6
1,shifted_null_ridge,Z,11625,5376,32,16,-0.005969797064608429,-0.00768906157463789,0.007077006746135069,0.004012940684333444,-0.09118201186389263,0.005208333333333333,0.022135416666666668,0.025692854747883017,129.0,0.5006849614845938,0.002169344953112223,affective,tf,-6
1,time_only_ridge,Z,11625,5376,32,16,0.0062421014581559575,0.007252057548612356,0.004239284767799794,0.01580922305583954,-7.267129851706855e-05,0.002976190476190476,0.017671130952380952,0.02341976651647662,125.0,0.508063433706816,0.00682044570075948,affective,tf,-6
1,time_residual_eeg_ridge,Z_time_resid,11625,5376,32,16,0.05835681373719126,0.06312818825244904,0.08134944583827876,0.08902974054217339,-0.06523118953857932,0.005394345238095238,0.033482142857142856,0.0325259480556801,107.0,0.5597718253968255,0.08040708864830977,affective,tf,-6
1,time_residual_shifted_null,Z_time_resid,11625,5376,32,16,-0.004239595452418143,-0.0016231968184001744,-0.01253190922231998,-0.00709185772575438,-0.09946521020816057,0.003162202380952381,0.018229166666666668,0.022492081994332707,131.0,0.4933334792250233,-0.011503866393672823,affective,tf,-6
2,real_eeg_ridge,Z,11655,5376,32,16,0.05207227062783204,0.04963763430714607,0.06884965818912563,0.07704897224903107,-0.06273302259589242,0.007254464285714286,0.032552083333333336,0.033757827567658154,110.0,0.5544620973389356,0.06958877652624139,affective,tf,-6
2,shifted_null_ridge,Z,11655,5376,32,16,-0.0013999549851178017,0.0005235470525803976,-0.023559560104099524,-0.02056624088436365,-0.10773051742092443,0.0033482142857142855,0.016555059523809524,0.021547421609342973,132.0,0.4850986227824463,-0.02125273535644557,affective,tf,-6
2,time_only_ridge,Z,11655,5376,32,16,0.006129704173417849,0.0038618745747953653,0.0008123968541873356,-0.005784768145531416,-9.551911046123962e-06,0.003720238095238095,0.019903273809523808,0.024273281867543912,129.0,0.5032869397759103,0.0016029335889706856,affective,tf,-6
2,time_residual_eeg_ridge,Z_time_resid,11655,5376,32,16,0.05186315270839259,0.04943409748375416,0.06704784872869411,0.07732640951871872,-0.06299390029745133,0.007626488095238095,0.03125,0.03342564427356187,109.0,0.5529747315592904,0.06788130404476617,affective,tf,-6
2,time_residual_shifted_null,Z_time_resid,11655,5376,32,16,0.0030516571532643866,0.002010492200497538,-0.01061970155989554,-0.010458581149578094,-0.10199122442829522,0.0016741071428571428,0.018601190476190476,0.02184229638579315,131.0,0.491859973155929,-0.011532767805444353,affective,tf,-6
3,real_eeg_ridge,Z,11520,5376,32,16,0.056213394505903125,0.052796365693211555,0.09155021383705952,0.09239128604531288,-0.0413616085814017,0.007998511904761904,0.032924107142857144,0.03506292470100626,106.0,0.5671955240429506,0.09306607399787041,affective,tf,-6
3,shifted_null_ridge,Z,11520,5376,32,16,-0.004421712606927031,-0.003095266903983429,0.004141209678282719,0.004210727522149682,-0.09421525838069678,0.004836309523809524,0.020833333333333332,0.025157679400889817,127.0,0.503406206232493,0.003983850916009989,affective,tf,-6
3,time_only_ridge,Z,11520,5376,32,16,0.005562361545798922,0.005667557707056403,0.0029144362259880077,0.004241275601089001,-0.0002782989910437017,0.002976190476190476,0.019345238095238096,0.023469661654385028,127.0,0.5046415441176471,0.005167479192078926,affective,tf,-6
3,time_residual_eeg_ridge,Z_time_resid,11520,5376,32,16,0.05590086372103542,0.051952727138996124,0.08892362716394946,0.08861584961414337,-0.04158070200088959,0.00818452380952381,0.03180803571428571,0.034674743695418314,107.0,0.5652084792250234,0.09012854858184863,affective,tf,-6
3,time_residual_shifted_null,Z_time_resid,11520,5376,32,16,0.0005797790699944017,0.004855560604482889,-0.0015521730152555698,-0.006110252579674125,-0.0946939657898338,0.004650297619047619,0.020089285714285716,0.024608060383598307,130.0,0.49970675770308115,-0.0009614083098926042,affective,tf,-6
1,real_eeg_ridge,Z,11625,5376,32,16,0.0626877733739093,0.0619510542601347,0.09113546861863954,0.09643081948161125,-0.05954652532055049,0.006882440476190476,0.032924107142857144,0.03417204930716238,107.0,0.5642419467787114,0.08848942051157764,affective,tf,-5
1,shifted_null_ridge,Z,11625,5376,32,16,-0.005791995179606602,-0.00727833341807127,0.004708307266090643,-2.4299145934492117e-05,-0.09000673792166203,0.004092261904761905,0.019903273809523808,0.023403523530804275,132.0,0.49808735994397757,0.0004933783563670073,affective,tf,-5
1,time_only_ridge,Z,11625,5376,32,16,0.006237133866761724,0.00730521441437304,0.005223610098566735,0.014423453249037266,-6.84632175658173e-05,0.003162202380952381,0.018973214285714284,0.023776275217374226,125.0,0.5079416141456583,0.007470298070781248,affective,tf,-5
1,time_residual_eeg_ridge,Z_time_resid,11625,5376,32,16,0.062415697910182644,0.06191767752170563,0.08608108410678185,0.09327047318220139,-0.06004696611559068,0.007254464285714286,0.03459821428571429,0.03450780566525159,108.0,0.561734068627451,0.084978664023029,affective,tf,-5
1,time_residual_shifted_null,Z_time_resid,11625,5376,32,16,-0.0059675312329545704,-0.007603428093716502,-0.015856651065287712,-0.018047869205474854,-0.10213532654059065,0.00390625,0.018973214285714284,0.022880515728264418,132.0,0.48854239612511674,-0.014460353390594023,affective,tf,-5
2,real_eeg_ridge,Z,11655,5376,32,16,0.05815842151059769,0.0557835828512907,0.07192064977958659,0.08440592512488365,-0.06326134526598581,0.006696428571428571,0.034412202380952384,0.033602621276191305,106.0,0.5580368084733893,0.07271633517424766,affective,tf,-5
2,shifted_null_ridge,Z,11655,5376,32,16,-0.0034651981441129465,-0.00034734507789835334,-0.023095279607309477,-0.018147199414670467,-0.11053174285795775,0.00427827380952381,0.020089285714285716,0.022865659491736055,132.0,0.484514326563959,-0.021238363159734625,affective,tf,-5
