dataset_name,mode,lag,real_rank_pct,shifted_rank_pct,time_rank_pct,real_minus_shifted,real_minus_time,real_diag_minus_offdiag,residual_rank_pct,residual_shifted_rank_pct,residual_minus_shifted,residual_diag_minus_offdiag
experience,tf,5,0.528894863011432,0.48756196457748996,0.590290613904407,0.041332898433942,-0.061395750892975,0.04048956444817667,0.5148753933894543,0.5032090406749475,0.011666352714506778,0.016322474067449386
experience,tf,6,0.5328424992820415,0.49588986140424857,0.5889837557440111,0.03695263787779296,-0.056141256461969546,0.046289353461213024,0.5207415064289289,0.5070615168821436,0.013679989546785287,0.024398082649237294
experience,tf,7,0.5327379066406253,0.4938513802435301,0.594742327233932,0.03888652639709517,-0.0620044205933068,0.04290859536610939,0.5196978629986925,0.510983724125646,0.008714138873046506,0.022431439785273843
experience,tf,8,0.5316006295969382,0.49483530060471087,0.591963021308164,0.03676532899222734,-0.060362391711225816,0.039943237383882335,0.5163688183886015,0.5143139480425175,0.0020548703460839812,0.017146406070721102
sleep,tf,-8,0.5353159571909573,0.5039106341189675,0.5022471741221741,0.03140532307198973,0.033068783068783136,0.04615196020917059,0.5325276575276575,0.5028158569825237,0.029711800545133782,0.04503554167156309
sleep,tf,-7,0.5232709034792369,0.494443442360109,0.5022434163059164,0.028827461119127873,0.02102748717332048,0.030185073990605313,0.5259314373897707,0.5003281826198492,0.025603254769921424,0.03322544628371935
sleep,tf,-6,0.5186963884880552,0.4942755932339266,0.5028834976751643,0.024420795254128602,0.015812890812890945,0.025160845894118072,0.5214120370370371,0.49686347603014275,0.024548561006894343,0.028187440187647145
sleep,tf,-5,0.5136634199134199,0.49757746111912776,0.5023774450857784,0.016085958794292143,0.011285974827641487,0.02133651981264416,0.5132099767516434,0.4992759940676608,0.013933982683982549,0.021910959836202434
sleep,tf,-4,0.5185661175244508,0.4954129589546255,0.5017022907647908,0.023153158569825305,0.016863826759660028,0.030899351950954033,0.5188141333974667,0.5008116883116883,0.018002445085778418,0.030660437826231717
sleep,tf,-3,0.5235013828763829,0.49270733124899796,0.5017862153278819,0.030794051627384966,0.021715167548501002,0.038405089792043656,0.5211815576398909,0.49454365079365076,0.026637906846240178,0.03534808140457076
sleep,tf,-2,0.5220784231200898,0.5002091851050184,0.5011599126182459,0.021869238015071346,0.0209185105018439,0.03227043838115659,0.5199840668590668,0.49481421356421357,0.025169853294853273,0.03110955685787775
sleep,tf,-1,0.5113235529902197,0.5009695165945166,0.5010947771364438,0.010354036395703092,0.010228775853775907,0.018935880725421315,0.5093243947410614,0.48726601330768,0.022058381433381402,0.017928653373029953
sleep,tf,0,0.5048225308641975,0.5021845438512105,0.5006237974987974,0.0026379870129870087,0.004198733365400109,0.009167453175204706,0.5039657487574155,0.4893252966169633,0.014640452140452231,0.009447841601235558
sleep,tf,1,0.5017611632194966,0.4996279761904762,0.4996492704826038,0.002133187029020378,0.002111892736892773,0.007389689627710069,0.5032141855058522,0.49976200497033835,0.003452180535513827,0.007786796551460262
sleep,tf,2,0.5035974827641495,0.5024225388808722,0.49680585618085615,0.001174943883277324,0.006791626583293353,0.006767095994522142,0.5036425765592433,0.49657036636203306,0.007072210197210216,0.0067810163117586935
sleep,tf,3,0.4989453062369729,0.5067039442039442,0.49499959916626585,-0.007758637966971238,0.003945707070707072,0.0050556718781806275,0.5004709796376463,0.4968559603976271,0.003615019240019224,0.005636091340845814
sleep,tf,4,0.49943883277216616,0.500879329004329,0.4958463604296937,-0.0014404962321628023,0.0035924723424724525,0.0026967450136950455,0.501104797979798,0.4987073112073112,0.002397486772486801,0.005828859954688363
sleep,tf,5,0.4974847683181016,0.49862964967131634,0.49706890331890335,-0.0011448813532147217,0.0004158649991982677,-0.0015593268973152369,0.5018538560205227,0.49527016193682866,0.006583694083694025,0.004393416751459753
sleep,tf,6,0.5008517716851051,0.5021469656886325,0.49745220057720063,-0.0012951940035274,0.0033995711079044533,0.0019008108900640077,0.5018563612313612,0.4917678771845438,0.010088484046817447,0.0037712121576110812
sleep,tf,7,0.4996818382235049,0.49882505611672273,0.49900543129709796,0.0008567821067821946,0.0006764069264069694,0.00021580242294177063,0.5026204505371172,0.496141975308642,0.006478475228475222,0.0035790175358063063
sleep,tf,8,0.5000150312650313,0.49168520522687187,0.4971540804874139,0.00832982603815946,0.0028609507776174437,0.0029645416095393784,0.502462622254289,0.4954555475388809,0.007007074715408068,0.004147169319252475
xp2,tf,-8,0.5520960678226966,0.5007435623829034,0.534378051836249,0.051352505439793195,0.01771801598644762,0.05739172480894386,0.5460832200722611,0.5135460751818144,0.03253714489044668,0.05025479315180418
xp2,tf,-7,0.5532750969334169,0.5028046070636218,0.5342225555401959,0.05047048986979508,0.01905254139322099,0.05583020368349659,0.5459222529653469,0.5090278039801558,0.03689444898519112,0.05144757701002193
xp2,tf,-6,0.5439181720626564,0.5037622061922041,0.53420352740865,0.040155965870452226,0.009714644654006399,0.048840696697593784,0.5411137660962452,0.5059415220388729,0.03517224405737229,0.04624283800406754
xp2,tf,-5,0.5429900802888425,0.5031045175450969,0.532645566898459,0.03988556274374566,0.010344513390383558,0.047802978485315416,0.5400351401767144,0.5168665674935394,0.02316857268317496,0.04532891813439205
xp2,tf,-4,0.5449013046588443,0.4990361857241994,0.531026605021342,0.045865118934644955,0.013874699637502319,0.048257036798688875,0.541523995546234,0.5068745638419888,0.03464943170424517,0.04622131387375932
xp2,tf,-3,0.5457994176813209,0.5023959815219552,0.5284871539536694,0.043403436159365705,0.01731226372765149,0.04984262555601371,0.5394328763566353,0.5059172150004612,0.03351566135617412,0.045161404365203946
xp2,tf,-2,0.5419820396206197,0.49738653034419267,0.5275846184838926,0.04459550927642708,0.014397421136727151,0.045217198544266396,0.5341019256502754,0.5052392583783843,0.028862667271891018,0.04004984581640072
xp2,tf,-1,0.5421411427875964,0.4922171688824784,0.5252198698278031,0.04992397390511799,0.016921272959793288,0.0473975995116114,0.5370651128682266,0.5064061116023354,0.03065900126589116,0.04150121588978697
xp2,tf,0,0.540825478412953,0.4930931214440972,0.5264256318002628,0.047732356968855805,0.014399846612690226,0.045807827320674566,0.5362915635248854,0.5049166638841721,0.03137489964071327,0.03906710521670478
xp2,tf,1,0.5410057974297334,0.49164388861880176,0.5273970242162078,0.049361908810931665,0.013608773213525605,0.048720449058979154,0.5355336537616241,0.5018875625699952,0.03364609119162887,0.038484188121252906
xp2,tf,2,0.5460565688655127,0.49630114104845463,0.5258417236326008,0.04975542781705805,0.020214845232911838,0.05583484090278038,0.5338241741262925,0.4970993670780421,0.036724807048250374,0.03927485554780861
xp2,tf,3,0.5523412814992282,0.5015655159926175,0.5257293489795525,0.05077576550661078,0.02661193251967575,0.059348469148803706,0.5377786500759121,0.49635134815491755,0.04142730192099453,0.04170794017863517
xp2,tf,4,0.5533548633172544,0.4988542707769889,0.5262132174781273,0.05450059254026546,0.027141645839127038,0.06131809709231562,0.5389246749178588,0.4987429823111185,0.04018169260674026,0.0439149215052941
xp2,tf,5,0.5529156045255066,0.5031558318266512,0.524492670763199,0.04975977269885534,0.028422933762307534,0.06041457953880863,0.5429782656422896,0.4996176577844727,0.04336060785781687,0.04703550125268608
xp2,tf,6,0.5505183135369727,0.5067528188964353,0.5249085490225761,0.04376549464053736,0.02560976451439656,0.057735165697024804,0.5389032904190397,0.5023797007685326,0.03652358965050717,0.044441106556245356
xp2,tf,7,0.5462309039223233,0.5079413791370696,0.5230237693529199,0.038289524785253715,0.023207134569403376,0.05463723608739398,0.5384528945220741,0.4978250540715406,0.040627840450533526,0.043746116175167986
xp2,tf,8,0.5448333717980073,0.5042110903062641,0.5216601112598562,0.040622281491743184,0.023173260538151053,0.05225653766593619,0.5386953390691666,0.5016454118647344,0.03704992720443212,0.042871643711834
